id	filename	protocol	dataType	analysisType	antibody	donor	group	mnemonic	stdName	edaccName	anatomy	type	age	sex	solidLiquid	ethnicity	singledonorComposite
E022-DNase.hotspot.all	E022-DNase.hotspot.all.peaks.bed	DnaseI-seq	dnase	hotspot.all	NA	E022	iPSC	IPSC.DF.19.11	iPS DF 19.11 Cells	iPS_DF_19.11_Cell_Line	IPSC	PrimaryCulture	CL	Male	NA	NA	SD
E022-DNase.hotspot.fdr0.01	E022-DNase.hotspot.fdr0.01.peaks.bed	DnaseI-seq	dnase	hotspot.fdr0.01	NA	E022	iPSC	IPSC.DF.19.11	iPS DF 19.11 Cells	iPS_DF_19.11_Cell_Line	IPSC	PrimaryCulture	CL	Male	NA	NA	SD
E022-DNase.macs2	E022-DNase.macs2.narrowPeak	DnaseI-seq	dnase	narrowPeak	NA	E022	iPSC	IPSC.DF.19.11	iPS DF 19.11 Cells	iPS_DF_19.11_Cell_Line	IPSC	PrimaryCulture	CL	Male	NA	NA	SD
E022-H3K27ac	E022-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E022	iPSC	IPSC.DF.19.11	iPS DF 19.11 Cells	iPS_DF_19.11_Cell_Line	IPSC	PrimaryCulture	CL	Male	NA	NA	SD
E022-H3K27me3	E022-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E022	iPSC	IPSC.DF.19.11	iPS DF 19.11 Cells	iPS_DF_19.11_Cell_Line	IPSC	PrimaryCulture	CL	Male	NA	NA	SD
E022-H3K36me3	E022-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E022	iPSC	IPSC.DF.19.11	iPS DF 19.11 Cells	iPS_DF_19.11_Cell_Line	IPSC	PrimaryCulture	CL	Male	NA	NA	SD
E022-H3K4me1	E022-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E022	iPSC	IPSC.DF.19.11	iPS DF 19.11 Cells	iPS_DF_19.11_Cell_Line	IPSC	PrimaryCulture	CL	Male	NA	NA	SD
E022-H3K4me3	E022-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E022	iPSC	IPSC.DF.19.11	iPS DF 19.11 Cells	iPS_DF_19.11_Cell_Line	IPSC	PrimaryCulture	CL	Male	NA	NA	SD
E022-H3K9me3	E022-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E022	iPSC	IPSC.DF.19.11	iPS DF 19.11 Cells	iPS_DF_19.11_Cell_Line	IPSC	PrimaryCulture	CL	Male	NA	NA	SD
E023-H3K27me3	E023-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E023	Mesench	FAT.MSC.DR.ADIP	Mesenchymal Stem Cell Derived Adipocyte Cultured Cells	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells	FAT	PrimaryCulture	CL	Female	NA	NA	SD
E023-H3K36me3	E023-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E023	Mesench	FAT.MSC.DR.ADIP	Mesenchymal Stem Cell Derived Adipocyte Cultured Cells	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells	FAT	PrimaryCulture	CL	Female	NA	NA	SD
E023-H3K4me1	E023-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E023	Mesench	FAT.MSC.DR.ADIP	Mesenchymal Stem Cell Derived Adipocyte Cultured Cells	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells	FAT	PrimaryCulture	CL	Female	NA	NA	SD
E023-H3K4me3	E023-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E023	Mesench	FAT.MSC.DR.ADIP	Mesenchymal Stem Cell Derived Adipocyte Cultured Cells	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells	FAT	PrimaryCulture	CL	Female	NA	NA	SD
E023-H3K9ac	E023-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E023	Mesench	FAT.MSC.DR.ADIP	Mesenchymal Stem Cell Derived Adipocyte Cultured Cells	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells	FAT	PrimaryCulture	CL	Female	NA	NA	SD
E023-H3K9me3	E023-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E023	Mesench	FAT.MSC.DR.ADIP	Mesenchymal Stem Cell Derived Adipocyte Cultured Cells	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells	FAT	PrimaryCulture	CL	Female	NA	NA	SD
E024-H3K27me3	E024-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E024	ESC	ESC.4STAR	ES-UCSF4 Cells	4star	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E024-H3K36me3	E024-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E024	ESC	ESC.4STAR	ES-UCSF4 Cells	4star	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E024-H3K4me1	E024-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E024	ESC	ESC.4STAR	ES-UCSF4 Cells	4star	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E024-H3K4me3	E024-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E024	ESC	ESC.4STAR	ES-UCSF4 Cells	4star	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E024-H3K9me3	E024-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E024	ESC	ESC.4STAR	ES-UCSF4 Cells	4star	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E025-H3K27me3	E025-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E025	Mesench	FAT.ADIP.DR.MSC	Adipose Derived Mesenchymal Stem Cell Cultured Cells	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	FAT	PrimaryCulture	31Y, 59Y, 41Y	Female	SOLID	Unknown	C
E025-H3K36me3	E025-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E025	Mesench	FAT.ADIP.DR.MSC	Adipose Derived Mesenchymal Stem Cell Cultured Cells	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	FAT	PrimaryCulture	31Y, 59Y, 41Y	Female	SOLID	Unknown	C
E025-H3K4me1	E025-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E025	Mesench	FAT.ADIP.DR.MSC	Adipose Derived Mesenchymal Stem Cell Cultured Cells	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	FAT	PrimaryCulture	31Y, 59Y, 41Y	Female	SOLID	Unknown	C
E025-H3K4me3	E025-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E025	Mesench	FAT.ADIP.DR.MSC	Adipose Derived Mesenchymal Stem Cell Cultured Cells	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	FAT	PrimaryCulture	31Y, 59Y, 41Y	Female	SOLID	Unknown	C
E025-H3K9ac	E025-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E025	Mesench	FAT.ADIP.DR.MSC	Adipose Derived Mesenchymal Stem Cell Cultured Cells	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	FAT	PrimaryCulture	31Y, 59Y, 41Y	Female	SOLID	Unknown	C
E025-H3K9me3	E025-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E025	Mesench	FAT.ADIP.DR.MSC	Adipose Derived Mesenchymal Stem Cell Cultured Cells	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	FAT	PrimaryCulture	31Y, 59Y, 41Y	Female	SOLID	Unknown	C
E026-H3K27ac	E026-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E026	Mesench	STRM.MRW.MSC	Bone Marrow Derived Cultured Mesenchymal Stem Cells	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	STROMAL_CONNECTIVE	PrimaryCulture	57Y, unknown, unkown, unkown	Unknown	SOLID	Unknown	SD
E026-H3K27me3	E026-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E026	Mesench	STRM.MRW.MSC	Bone Marrow Derived Cultured Mesenchymal Stem Cells	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	STROMAL_CONNECTIVE	PrimaryCulture	57Y, unknown, unkown, unkown	Unknown	SOLID	Unknown	SD
E026-H3K36me3	E026-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E026	Mesench	STRM.MRW.MSC	Bone Marrow Derived Cultured Mesenchymal Stem Cells	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	STROMAL_CONNECTIVE	PrimaryCulture	57Y, unknown, unkown, unkown	Unknown	SOLID	Unknown	SD
E026-H3K4me1	E026-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E026	Mesench	STRM.MRW.MSC	Bone Marrow Derived Cultured Mesenchymal Stem Cells	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	STROMAL_CONNECTIVE	PrimaryCulture	57Y, unknown, unkown, unkown	Unknown	SOLID	Unknown	SD
E026-H3K4me3	E026-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E026	Mesench	STRM.MRW.MSC	Bone Marrow Derived Cultured Mesenchymal Stem Cells	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	STROMAL_CONNECTIVE	PrimaryCulture	57Y, unknown, unkown, unkown	Unknown	SOLID	Unknown	SD
E026-H3K9ac	E026-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E026	Mesench	STRM.MRW.MSC	Bone Marrow Derived Cultured Mesenchymal Stem Cells	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	STROMAL_CONNECTIVE	PrimaryCulture	57Y, unknown, unkown, unkown	Unknown	SOLID	Unknown	SD
E026-H3K9me3	E026-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E026	Mesench	STRM.MRW.MSC	Bone Marrow Derived Cultured Mesenchymal Stem Cells	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	STROMAL_CONNECTIVE	PrimaryCulture	57Y, unknown, unkown, unkown	Unknown	SOLID	Unknown	SD
E027-H3K27me3	E027-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E027	Epithelial	BRST.MYO	Breast Myoepithelial Primary Cells	Breast_Myoepithelial_Cells	BREAST	PrimaryCell	36Y,33Y	Female	SOLID	African-American, African-American	C
E027-H3K36me3	E027-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E027	Epithelial	BRST.MYO	Breast Myoepithelial Primary Cells	Breast_Myoepithelial_Cells	BREAST	PrimaryCell	36Y,33Y	Female	SOLID	African-American, African-American	C
E027-H3K4me1	E027-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E027	Epithelial	BRST.MYO	Breast Myoepithelial Primary Cells	Breast_Myoepithelial_Cells	BREAST	PrimaryCell	36Y,33Y	Female	SOLID	African-American, African-American	C
E027-H3K4me3	E027-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E027	Epithelial	BRST.MYO	Breast Myoepithelial Primary Cells	Breast_Myoepithelial_Cells	BREAST	PrimaryCell	36Y,33Y	Female	SOLID	African-American, African-American	C
E027-H3K9ac	E027-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E027	Epithelial	BRST.MYO	Breast Myoepithelial Primary Cells	Breast_Myoepithelial_Cells	BREAST	PrimaryCell	36Y,33Y	Female	SOLID	African-American, African-American	C
E027-H3K9me3	E027-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E027	Epithelial	BRST.MYO	Breast Myoepithelial Primary Cells	Breast_Myoepithelial_Cells	BREAST	PrimaryCell	36Y,33Y	Female	SOLID	African-American, African-American	C
E028-DNase.hotspot.all	E028-DNase.hotspot.all.peaks.bed	DnaseI-seq	dnase	hotspot.all	NA	E028	Epithelial	BRST.HMEC.35	Breast variant Human Mammary Epithelial Cells (vHMEC)	Breast_vHMEC	BREAST	PrimaryCulture	18Y	Female	SOLID	Caucasian	SD
E028-DNase.hotspot.fdr0.01	E028-DNase.hotspot.fdr0.01.peaks.bed	DnaseI-seq	dnase	hotspot.fdr0.01	NA	E028	Epithelial	BRST.HMEC.35	Breast variant Human Mammary Epithelial Cells (vHMEC)	Breast_vHMEC	BREAST	PrimaryCulture	18Y	Female	SOLID	Caucasian	SD
E028-DNase.macs2	E028-DNase.macs2.narrowPeak	DnaseI-seq	dnase	narrowPeak	NA	E028	Epithelial	BRST.HMEC.35	Breast variant Human Mammary Epithelial Cells (vHMEC)	Breast_vHMEC	BREAST	PrimaryCulture	18Y	Female	SOLID	Caucasian	SD
E028-H3K27me3	E028-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E028	Epithelial	BRST.HMEC.35	Breast variant Human Mammary Epithelial Cells (vHMEC)	Breast_vHMEC	BREAST	PrimaryCulture	18Y	Female	SOLID	Caucasian	SD
E028-H3K36me3	E028-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E028	Epithelial	BRST.HMEC.35	Breast variant Human Mammary Epithelial Cells (vHMEC)	Breast_vHMEC	BREAST	PrimaryCulture	18Y	Female	SOLID	Caucasian	SD
E028-H3K4me1	E028-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E028	Epithelial	BRST.HMEC.35	Breast variant Human Mammary Epithelial Cells (vHMEC)	Breast_vHMEC	BREAST	PrimaryCulture	18Y	Female	SOLID	Caucasian	SD
E028-H3K4me3	E028-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E028	Epithelial	BRST.HMEC.35	Breast variant Human Mammary Epithelial Cells (vHMEC)	Breast_vHMEC	BREAST	PrimaryCulture	18Y	Female	SOLID	Caucasian	SD
E028-H3K9me3	E028-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E028	Epithelial	BRST.HMEC.35	Breast variant Human Mammary Epithelial Cells (vHMEC)	Breast_vHMEC	BREAST	PrimaryCulture	18Y	Female	SOLID	Caucasian	SD
E029-DNase.hotspot.all	E029-DNase.hotspot.all.peaks.bed	DnaseI-seq	dnase	hotspot.all	NA	E029	HSC & B-cell	BLD.CD14.PC	Primary monocytes fromﾠperipheralﾠblood	CD14_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Hispanic, Unknown	C
E029-DNase.hotspot.fdr0.01	E029-DNase.hotspot.fdr0.01.peaks.bed	DnaseI-seq	dnase	hotspot.fdr0.01	NA	E029	HSC & B-cell	BLD.CD14.PC	Primary monocytes fromﾠperipheralﾠblood	CD14_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Hispanic, Unknown	C
E029-DNase.macs2	E029-DNase.macs2.narrowPeak	DnaseI-seq	dnase	narrowPeak	NA	E029	HSC & B-cell	BLD.CD14.PC	Primary monocytes fromﾠperipheralﾠblood	CD14_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Hispanic, Unknown	C
E029-H3K27ac	E029-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E029	HSC & B-cell	BLD.CD14.PC	Primary monocytes fromﾠperipheralﾠblood	CD14_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Hispanic, Unknown	C
E029-H3K27me3	E029-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E029	HSC & B-cell	BLD.CD14.PC	Primary monocytes fromﾠperipheralﾠblood	CD14_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Hispanic, Unknown	C
E029-H3K36me3	E029-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E029	HSC & B-cell	BLD.CD14.PC	Primary monocytes fromﾠperipheralﾠblood	CD14_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Hispanic, Unknown	C
E029-H3K4me1	E029-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E029	HSC & B-cell	BLD.CD14.PC	Primary monocytes fromﾠperipheralﾠblood	CD14_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Hispanic, Unknown	C
E029-H3K4me3	E029-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E029	HSC & B-cell	BLD.CD14.PC	Primary monocytes fromﾠperipheralﾠblood	CD14_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Hispanic, Unknown	C
E029-H3K9me3	E029-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E029	HSC & B-cell	BLD.CD14.PC	Primary monocytes fromﾠperipheralﾠblood	CD14_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Hispanic, Unknown	C
E030-H3K27me3	E030-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E030	HSC & B-cell	BLD.CD15.PC	Primary neutrophils fromﾠperipheralﾠblood	CD15_Primary_Cells	BLOOD	PrimaryCell	Fetus (GW unknown)	Male	LIQUID	Unknown	SD
E030-H3K36me3	E030-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E030	HSC & B-cell	BLD.CD15.PC	Primary neutrophils fromﾠperipheralﾠblood	CD15_Primary_Cells	BLOOD	PrimaryCell	Fetus (GW unknown)	Male	LIQUID	Unknown	SD
E030-H3K4me1	E030-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E030	HSC & B-cell	BLD.CD15.PC	Primary neutrophils fromﾠperipheralﾠblood	CD15_Primary_Cells	BLOOD	PrimaryCell	Fetus (GW unknown)	Male	LIQUID	Unknown	SD
E030-H3K4me3	E030-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E030	HSC & B-cell	BLD.CD15.PC	Primary neutrophils fromﾠperipheralﾠblood	CD15_Primary_Cells	BLOOD	PrimaryCell	Fetus (GW unknown)	Male	LIQUID	Unknown	SD
E030-H3K9me3	E030-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E030	HSC & B-cell	BLD.CD15.PC	Primary neutrophils fromﾠperipheralﾠblood	CD15_Primary_Cells	BLOOD	PrimaryCell	Fetus (GW unknown)	Male	LIQUID	Unknown	SD
E031-H3K27me3	E031-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E031	HSC & B-cell	BLD.CD19.CPC	Primary B cells from cord blood	CD19_Primary_Cells_Cord_BI	BLOOD	PrimaryCell	Fetus (GW unknown)	Mixed	LIQUID	Unknown	C
E031-H3K36me3	E031-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E031	HSC & B-cell	BLD.CD19.CPC	Primary B cells from cord blood	CD19_Primary_Cells_Cord_BI	BLOOD	PrimaryCell	Fetus (GW unknown)	Mixed	LIQUID	Unknown	C
E031-H3K4me1	E031-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E031	HSC & B-cell	BLD.CD19.CPC	Primary B cells from cord blood	CD19_Primary_Cells_Cord_BI	BLOOD	PrimaryCell	Fetus (GW unknown)	Mixed	LIQUID	Unknown	C
E031-H3K4me3	E031-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E031	HSC & B-cell	BLD.CD19.CPC	Primary B cells from cord blood	CD19_Primary_Cells_Cord_BI	BLOOD	PrimaryCell	Fetus (GW unknown)	Mixed	LIQUID	Unknown	C
E031-H3K9me3	E031-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E031	HSC & B-cell	BLD.CD19.CPC	Primary B cells from cord blood	CD19_Primary_Cells_Cord_BI	BLOOD	PrimaryCell	Fetus (GW unknown)	Mixed	LIQUID	Unknown	C
E032-DNase.hotspot.all	E032-DNase.hotspot.all.peaks.bed	DnaseI-seq	dnase	hotspot.all	NA	E032	HSC & B-cell	BLD.CD19.PPC	Primary B cells from peripheral blood	CD19_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E032-DNase.hotspot.fdr0.01	E032-DNase.hotspot.fdr0.01.peaks.bed	DnaseI-seq	dnase	hotspot.fdr0.01	NA	E032	HSC & B-cell	BLD.CD19.PPC	Primary B cells from peripheral blood	CD19_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E032-DNase.macs2	E032-DNase.macs2.narrowPeak	DnaseI-seq	dnase	narrowPeak	NA	E032	HSC & B-cell	BLD.CD19.PPC	Primary B cells from peripheral blood	CD19_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E032-H3K27ac	E032-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E032	HSC & B-cell	BLD.CD19.PPC	Primary B cells from peripheral blood	CD19_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E032-H3K27me3	E032-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E032	HSC & B-cell	BLD.CD19.PPC	Primary B cells from peripheral blood	CD19_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E032-H3K36me3	E032-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E032	HSC & B-cell	BLD.CD19.PPC	Primary B cells from peripheral blood	CD19_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E032-H3K4me1	E032-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E032	HSC & B-cell	BLD.CD19.PPC	Primary B cells from peripheral blood	CD19_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E032-H3K4me3	E032-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E032	HSC & B-cell	BLD.CD19.PPC	Primary B cells from peripheral blood	CD19_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E032-H3K9me3	E032-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E032	HSC & B-cell	BLD.CD19.PPC	Primary B cells from peripheral blood	CD19_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E033-DNase.hotspot.all	E033-DNase.hotspot.all.peaks.bed	DnaseI-seq	dnase	hotspot.all	NA	E033	Blood & T-cell	BLD.CD3.CPC	Primary T cells from cord blood	CD3_Primary_Cells_Cord_BI	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E033-DNase.hotspot.fdr0.01	E033-DNase.hotspot.fdr0.01.peaks.bed	DnaseI-seq	dnase	hotspot.fdr0.01	NA	E033	Blood & T-cell	BLD.CD3.CPC	Primary T cells from cord blood	CD3_Primary_Cells_Cord_BI	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E033-DNase.macs2	E033-DNase.macs2.narrowPeak	DnaseI-seq	dnase	narrowPeak	NA	E033	Blood & T-cell	BLD.CD3.CPC	Primary T cells from cord blood	CD3_Primary_Cells_Cord_BI	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E033-H3K27me3	E033-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E033	Blood & T-cell	BLD.CD3.CPC	Primary T cells from cord blood	CD3_Primary_Cells_Cord_BI	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E033-H3K36me3	E033-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E033	Blood & T-cell	BLD.CD3.CPC	Primary T cells from cord blood	CD3_Primary_Cells_Cord_BI	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E033-H3K4me1	E033-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E033	Blood & T-cell	BLD.CD3.CPC	Primary T cells from cord blood	CD3_Primary_Cells_Cord_BI	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E033-H3K4me3	E033-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E033	Blood & T-cell	BLD.CD3.CPC	Primary T cells from cord blood	CD3_Primary_Cells_Cord_BI	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E033-H3K9me3	E033-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E033	Blood & T-cell	BLD.CD3.CPC	Primary T cells from cord blood	CD3_Primary_Cells_Cord_BI	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E034-DNase.hotspot.all	E034-DNase.hotspot.all.peaks.bed	DnaseI-seq	dnase	hotspot.all	NA	E034	Blood & T-cell	BLD.CD3.PPC	Primary T cells fromﾠperipheralﾠblood	CD3_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E034-DNase.hotspot.fdr0.01	E034-DNase.hotspot.fdr0.01.peaks.bed	DnaseI-seq	dnase	hotspot.fdr0.01	NA	E034	Blood & T-cell	BLD.CD3.PPC	Primary T cells fromﾠperipheralﾠblood	CD3_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E034-DNase.macs2	E034-DNase.macs2.narrowPeak	DnaseI-seq	dnase	narrowPeak	NA	E034	Blood & T-cell	BLD.CD3.PPC	Primary T cells fromﾠperipheralﾠblood	CD3_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E034-H3K27ac	E034-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E034	Blood & T-cell	BLD.CD3.PPC	Primary T cells fromﾠperipheralﾠblood	CD3_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E034-H3K27me3	E034-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E034	Blood & T-cell	BLD.CD3.PPC	Primary T cells fromﾠperipheralﾠblood	CD3_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E034-H3K36me3	E034-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E034	Blood & T-cell	BLD.CD3.PPC	Primary T cells fromﾠperipheralﾠblood	CD3_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
